state,crime_type,count,year
Andhra Pradesh,Murder (Sec.302 IPC),956.0,2021
Arunachal Pradesh,Murder (Sec.302 IPC),49.0,2021
Assam,Murder (Sec.302 IPC),1192.0,2021
Bihar,Murder (Sec.302 IPC),2799.0,2021
Chhattisgarh,Murder (Sec.302 IPC),1007.0,2021
Goa,Murder (Sec.302 IPC),26.0,2021
Gujarat,Murder (Sec.302 IPC),1010.0,2021
Haryana,Murder (Sec.302 IPC),1112.0,2021
Himachal Pradesh,Murder (Sec.302 IPC),86.0,2021
Jharkhand,Murder (Sec.302 IPC),1573.0,2021
Karnataka,Murder (Sec.302 IPC),1357.0,2021
Kerala,Murder (Sec.302 IPC),337.0,2021
Madhya Pradesh,Murder (Sec.302 IPC),2034.0,2021
Maharashtra,Murder (Sec.302 IPC),2330.0,2021
Manipur,Murder (Sec.302 IPC),46.0,2021
Meghalaya,Murder (Sec.302 IPC),80.0,2021
Mizoram,Murder (Sec.302 IPC),24.0,2021
Nagaland,Murder (Sec.302 IPC),27.0,2021
Odisha,Murder (Sec.302 IPC),1394.0,2021
Punjab,Murder (Sec.302 IPC),723.0,2021
Rajasthan,Murder (Sec.302 IPC),1786.0,2021
Sikkim,Murder (Sec.302 IPC),14.0,2021
Tamil Nadu,Murder (Sec.302 IPC),1686.0,2021
Telangana,Murder (Sec.302 IPC),1026.0,2021
Tripura,Murder (Sec.302 IPC),122.0,2021
Uttar Pradesh,Murder (Sec.302 IPC),3717.0,2021
Uttarakhand,Murder (Sec.302 IPC),208.0,2021
West Bengal,Murder (Sec.302 IPC),1884.0,2021
TOTAL STATE(S),Murder (Sec.302 IPC),28605.0,2021
Chandigarh,Murder (Sec.302 IPC),16.0,2021
D&N Haveli and Daman & Diu,Murder (Sec.302 IPC),17.0,2021
Delhi,Murder (Sec.302 IPC),14.0,2021
Jammu & Kashmir,Murder (Sec.302 IPC),459.0,2021
Ladakh,Murder (Sec.302 IPC),136.0,2021
Lakshadweep,Murder (Sec.302 IPC),5.0,2021
Puducherry,Murder (Sec.302 IPC),1.0,2021
TOTAL UT(S),Murder (Sec.302 IPC),19.0,2021
TOTAL ALL INDIA,Murder (Sec.302 IPC),667.0,2021
Andhra Pradesh,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),112.0,2021
Arunachal Pradesh,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),3.0,2021
Assam,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),95.0,2021
Bihar,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),136.0,2021
Chhattisgarh,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),42.0,2021
Goa,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),2.0,2021
Gujarat,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),114.0,2021
Haryana,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),45.0,2021
Himachal Pradesh,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),8.0,2021
Jharkhand,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),41.0,2021
Karnataka,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),84.0,2021
Kerala,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),78.0,2021
Madhya Pradesh,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),197.0,2021
Maharashtra,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),276.0,2021
Manipur,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),9.0,2021
Meghalaya,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),10.0,2021
Mizoram,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),9.0,2021
Nagaland,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),2.0,2021
Odisha,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),12.0,2021
Punjab,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),177.0,2021
Rajasthan,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),96.0,2021
Sikkim,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),2.0,2021
Tamil Nadu,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),71.0,2021
Telangana,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),428.0,2021
Tripura,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),5.0,2021
Uttar Pradesh,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),1371.0,2021
Uttarakhand,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),42.0,2021
West Bengal,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),246.0,2021
TOTAL STATE(S),Culpable Homicide not Amounting to Murder (Sec. 304 IPC),3713.0,2021
Chandigarh,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),3.0,2021
D&N Haveli and Daman & Diu,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),1.0,2021
Delhi,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),1.0,2021
Jammu & Kashmir,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),60.0,2021
Ladakh,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),27.0,2021
Lakshadweep,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),2.0,2021
Puducherry,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),0.0,2021
TOTAL UT(S),Culpable Homicide not Amounting to Murder (Sec. 304 IPC),0.0,2021
TOTAL ALL INDIA,Culpable Homicide not Amounting to Murder (Sec. 304 IPC),94.0,2021
Andhra Pradesh,Causing Death by Negligence,7863.0,2021
Arunachal Pradesh,Causing Death by Negligence,158.0,2021
Assam,Causing Death by Negligence,3102.0,2021
Bihar,Causing Death by Negligence,7062.0,2021
Chhattisgarh,Causing Death by Negligence,5278.0,2021
Goa,Causing Death by Negligence,128.0,2021
Gujarat,Causing Death by Negligence,6790.0,2021
Haryana,Causing Death by Negligence,4731.0,2021
Himachal Pradesh,Causing Death by Negligence,705.0,2021
Jharkhand,Causing Death by Negligence,3457.0,2021
Karnataka,Causing Death by Negligence,9803.0,2021
Kerala,Causing Death by Negligence,2744.0,2021
Madhya Pradesh,Causing Death by Negligence,12257.0,2021
Maharashtra,Causing Death by Negligence,13190.0,2021
Manipur,Causing Death by Negligence,95.0,2021
Meghalaya,Causing Death by Negligence,126.0,2021
Mizoram,Causing Death by Negligence,43.0,2021
Nagaland,Causing Death by Negligence,28.0,2021
Odisha,Causing Death by Negligence,4755.0,2021
Punjab,Causing Death by Negligence,2955.0,2021
Rajasthan,Causing Death by Negligence,9225.0,2021
Sikkim,Causing Death by Negligence,49.0,2021
Tamil Nadu,Causing Death by Negligence,15012.0,2021
Telangana,Causing Death by Negligence,7254.0,2021
Tripura,Causing Death by Negligence,190.0,2021
Uttar Pradesh,Causing Death by Negligence,21317.0,2021
Uttarakhand,Causing Death by Negligence,518.0,2021
West Bengal,Causing Death by Negligence,4885.0,2021
TOTAL STATE(S),Causing Death by Negligence,143720.0,2021
Chandigarh,Causing Death by Negligence,29.0,2021
D&N Haveli and Daman & Diu,Causing Death by Negligence,80.0,2021
Delhi,Causing Death by Negligence,91.0,2021
Jammu & Kashmir,Causing Death by Negligence,1455.0,2021
Ladakh,Causing Death by Negligence,627.0,2021
Lakshadweep,Causing Death by Negligence,50.0,2021
Puducherry,Causing Death by Negligence,1.0,2021
TOTAL UT(S),Causing Death by Negligence,142.0,2021
TOTAL ALL INDIA,Causing Death by Negligence,2475.0,2021
Andhra Pradesh,Causing Death by Negligence,290.0,2021
Arunachal Pradesh,Causing Death by Negligence,39.0,2021
Assam,Causing Death by Negligence,490.0,2021
Bihar,Causing Death by Negligence,1.0,2021
Chhattisgarh,Causing Death by Negligence,594.0,2021
Goa,Causing Death by Negligence,7.0,2021
Gujarat,Causing Death by Negligence,69.0,2021
Haryana,Causing Death by Negligence,198.0,2021
Himachal Pradesh,Causing Death by Negligence,48.0,2021
Jharkhand,Causing Death by Negligence,656.0,2021
Karnataka,Causing Death by Negligence,297.0,2021
Kerala,Causing Death by Negligence,44.0,2021
Madhya Pradesh,Causing Death by Negligence,375.0,2021
Maharashtra,Causing Death by Negligence,787.0,2021
Manipur,Causing Death by Negligence,0.0,2021
Meghalaya,Causing Death by Negligence,17.0,2021
Mizoram,Causing Death by Negligence,2.0,2021
Nagaland,Causing Death by Negligence,0.0,2021
Odisha,Causing Death by Negligence,18.0,2021
Punjab,Causing Death by Negligence,35.0,2021
Rajasthan,Causing Death by Negligence,554.0,2021
Sikkim,Causing Death by Negligence,5.0,2021
Tamil Nadu,Causing Death by Negligence,263.0,2021
Telangana,Causing Death by Negligence,153.0,2021
Tripura,Causing Death by Negligence,7.0,2021
Uttar Pradesh,Causing Death by Negligence,3064.0,2021
Uttarakhand,Causing Death by Negligence,0.0,2021
West Bengal,Causing Death by Negligence,61.0,2021
TOTAL STATE(S),Causing Death by Negligence,8074.0,2021
Chandigarh,Causing Death by Negligence,9.0,2021
D&N Haveli and Daman & Diu,Causing Death by Negligence,0.0,2021
Delhi,Causing Death by Negligence,20.0,2021
Jammu & Kashmir,Causing Death by Negligence,228.0,2021
Ladakh,Causing Death by Negligence,25.0,2021
Lakshadweep,Causing Death by Negligence,0.0,2021
Puducherry,Causing Death by Negligence,0.0,2021
TOTAL UT(S),Causing Death by Negligence,141.0,2021
TOTAL ALL INDIA,Causing Death by Negligence,423.0,2021
Andhra Pradesh,Dowry Deaths (Sec.304-B IPC),108.0,2021
Arunachal Pradesh,Dowry Deaths (Sec.304-B IPC),0.0,2021
Assam,Dowry Deaths (Sec.304-B IPC),198.0,2021
Bihar,Dowry Deaths (Sec.304-B IPC),1000.0,2021
Chhattisgarh,Dowry Deaths (Sec.304-B IPC),65.0,2021
Goa,Dowry Deaths (Sec.304-B IPC),0.0,2021
Gujarat,Dowry Deaths (Sec.304-B IPC),11.0,2021
Haryana,Dowry Deaths (Sec.304-B IPC),275.0,2021
Himachal Pradesh,Dowry Deaths (Sec.304-B IPC),2.0,2021
Jharkhand,Dowry Deaths (Sec.304-B IPC),281.0,2021
Karnataka,Dowry Deaths (Sec.304-B IPC),158.0,2021
Kerala,Dowry Deaths (Sec.304-B IPC),9.0,2021
Madhya Pradesh,Dowry Deaths (Sec.304-B IPC),522.0,2021
Maharashtra,Dowry Deaths (Sec.304-B IPC),172.0,2021
Manipur,Dowry Deaths (Sec.304-B IPC),2.0,2021
Meghalaya,Dowry Deaths (Sec.304-B IPC),0.0,2021
Mizoram,Dowry Deaths (Sec.304-B IPC),0.0,2021
Nagaland,Dowry Deaths (Sec.304-B IPC),0.0,2021
Odisha,Dowry Deaths (Sec.304-B IPC),293.0,2021
Punjab,Dowry Deaths (Sec.304-B IPC),69.0,2021
Rajasthan,Dowry Deaths (Sec.304-B IPC),452.0,2021
Sikkim,Dowry Deaths (Sec.304-B IPC),0.0,2021
Tamil Nadu,Dowry Deaths (Sec.304-B IPC),27.0,2021
Telangana,Dowry Deaths (Sec.304-B IPC),175.0,2021
Tripura,Dowry Deaths (Sec.304-B IPC),22.0,2021
Uttar Pradesh,Dowry Deaths (Sec.304-B IPC),2222.0,2021
Uttarakhand,Dowry Deaths (Sec.304-B IPC),72.0,2021
West Bengal,Dowry Deaths (Sec.304-B IPC),454.0,2021
TOTAL STATE(S),Dowry Deaths (Sec.304-B IPC),6589.0,2021
Chandigarh,Dowry Deaths (Sec.304-B IPC),1.0,2021
D&N Haveli and Daman & Diu,Dowry Deaths (Sec.304-B IPC),4.0,2021
Delhi,Dowry Deaths (Sec.304-B IPC),0.0,2021
Jammu & Kashmir,Dowry Deaths (Sec.304-B IPC),141.0,2021
Ladakh,Dowry Deaths (Sec.304-B IPC),16.0,2021
Lakshadweep,Dowry Deaths (Sec.304-B IPC),0.0,2021
Puducherry,Dowry Deaths (Sec.304-B IPC),0.0,2021
TOTAL UT(S),Dowry Deaths (Sec.304-B IPC),2.0,2021
TOTAL ALL INDIA,Dowry Deaths (Sec.304-B IPC),164.0,2021
Andhra Pradesh,Abetment of Suicide (Sec.305/306 IPC),535.0,2021
Arunachal Pradesh,Abetment of Suicide (Sec.305/306 IPC),2.0,2021
Assam,Abetment of Suicide (Sec.305/306 IPC),204.0,2021
Bihar,Abetment of Suicide (Sec.305/306 IPC),47.0,2021
Chhattisgarh,Abetment of Suicide (Sec.305/306 IPC),185.0,2021
Goa,Abetment of Suicide (Sec.305/306 IPC),2.0,2021
Gujarat,Abetment of Suicide (Sec.305/306 IPC),571.0,2021
Haryana,Abetment of Suicide (Sec.305/306 IPC),642.0,2021
Himachal Pradesh,Abetment of Suicide (Sec.305/306 IPC),68.0,2021
Jharkhand,Abetment of Suicide (Sec.305/306 IPC),114.0,2021
Karnataka,Abetment of Suicide (Sec.305/306 IPC),579.0,2021
Kerala,Abetment of Suicide (Sec.305/306 IPC),36.0,2021
Madhya Pradesh,Abetment of Suicide (Sec.305/306 IPC),1164.0,2021
Maharashtra,Abetment of Suicide (Sec.305/306 IPC),1462.0,2021
Manipur,Abetment of Suicide (Sec.305/306 IPC),2.0,2021
Meghalaya,Abetment of Suicide (Sec.305/306 IPC),1.0,2021
Mizoram,Abetment of Suicide (Sec.305/306 IPC),0.0,2021
Nagaland,Abetment of Suicide (Sec.305/306 IPC),0.0,2021
Odisha,Abetment of Suicide (Sec.305/306 IPC),36.0,2021
Punjab,Abetment of Suicide (Sec.305/306 IPC),597.0,2021
Rajasthan,Abetment of Suicide (Sec.305/306 IPC),301.0,2021
Sikkim,Abetment of Suicide (Sec.305/306 IPC),2.0,2021
Tamil Nadu,Abetment of Suicide (Sec.305/306 IPC),335.0,2021
Telangana,Abetment of Suicide (Sec.305/306 IPC),706.0,2021
Tripura,Abetment of Suicide (Sec.305/306 IPC),27.0,2021
Uttar Pradesh,Abetment of Suicide (Sec.305/306 IPC),826.0,2021
Uttarakhand,Abetment of Suicide (Sec.305/306 IPC),52.0,2021
West Bengal,Abetment of Suicide (Sec.305/306 IPC),725.0,2021
TOTAL STATE(S),Abetment of Suicide (Sec.305/306 IPC),9221.0,2021
Chandigarh,Abetment of Suicide (Sec.305/306 IPC),3.0,2021
D&N Haveli and Daman & Diu,Abetment of Suicide (Sec.305/306 IPC),2.0,2021
Delhi,Abetment of Suicide (Sec.305/306 IPC),2.0,2021
Jammu & Kashmir,Abetment of Suicide (Sec.305/306 IPC),87.0,2021
Ladakh,Abetment of Suicide (Sec.305/306 IPC),40.0,2021
Lakshadweep,Abetment of Suicide (Sec.305/306 IPC),0.0,2021
Puducherry,Abetment of Suicide (Sec.305/306 IPC),0.0,2021
TOTAL UT(S),Abetment of Suicide (Sec.305/306 IPC),6.0,2021
TOTAL ALL INDIA,Abetment of Suicide (Sec.305/306 IPC),140.0,2021
Andhra Pradesh,Hurt,2086.0,2021
Arunachal Pradesh,Hurt,102.0,2021
Assam,Hurt,6332.0,2021
Bihar,Hurt,59750.0,2021
Chhattisgarh,Hurt,20581.0,2021
Goa,Hurt,11.0,2021
Gujarat,Hurt,661.0,2021
Haryana,Hurt,1627.0,2021
Himachal Pradesh,Hurt,2601.0,2021
Jharkhand,Hurt,5654.0,2021
Karnataka,Hurt,2663.0,2021
Kerala,Hurt,6478.0,2021
Madhya Pradesh,Hurt,63159.0,2021
Maharashtra,Hurt,535.0,2021
Manipur,Hurt,1.0,2021
Meghalaya,Hurt,46.0,2021
Mizoram,Hurt,25.0,2021
Nagaland,Hurt,5.0,2021
Odisha,Hurt,14984.0,2021
Punjab,Hurt,1780.0,2021
Rajasthan,Hurt,30657.0,2021
Sikkim,Hurt,21.0,2021
Tamil Nadu,Hurt,17083.0,2021
Telangana,Hurt,1104.0,2021
Tripura,Hurt,229.0,2021
Uttar Pradesh,Hurt,41083.0,2021
Uttarakhand,Hurt,674.0,2021
West Bengal,Hurt,6360.0,2021
TOTAL STATE(S),Hurt,286292.0,2021
Chandigarh,Hurt,10.0,2021
D&N Haveli and Daman & Diu,Hurt,37.0,2021
Delhi,Hurt,8.0,2021
Jammu & Kashmir,Hurt,3311.0,2021
Ladakh,Hurt,2847.0,2021
Lakshadweep,Hurt,24.0,2021
Puducherry,Hurt,14.0,2021
TOTAL UT(S),Hurt,229.0,2021
TOTAL ALL INDIA,Hurt,6480.0,2021
Andhra Pradesh,Hurt,10.0,2021
Arunachal Pradesh,Hurt,0.0,2021
Assam,Hurt,5.0,2021
Bihar,Hurt,1.0,2021
Chhattisgarh,Hurt,0.0,2021
Goa,Hurt,0.0,2021
Gujarat,Hurt,11.0,2021
Haryana,Hurt,0.0,2021
Himachal Pradesh,Hurt,0.0,2021
Jharkhand,Hurt,2.0,2021
Karnataka,Hurt,3.0,2021
Kerala,Hurt,4.0,2021
Madhya Pradesh,Hurt,1.0,2021
Maharashtra,Hurt,5.0,2021
Manipur,Hurt,0.0,2021
Meghalaya,Hurt,0.0,2021
Mizoram,Hurt,0.0,2021
Nagaland,Hurt,0.0,2021
Odisha,Hurt,0.0,2021
Punjab,Hurt,3.0,2021
Rajasthan,Hurt,2.0,2021
Sikkim,Hurt,0.0,2021
Tamil Nadu,Hurt,2.0,2021
Telangana,Hurt,1.0,2021
Tripura,Hurt,0.0,2021
Uttar Pradesh,Hurt,7.0,2021
Uttarakhand,Hurt,1.0,2021
West Bengal,Hurt,11.0,2021
TOTAL STATE(S),Hurt,69.0,2021
Chandigarh,Hurt,0.0,2021
D&N Haveli and Daman & Diu,Hurt,0.0,2021
Delhi,Hurt,0.0,2021
Jammu & Kashmir,Hurt,2.0,2021
Ladakh,Hurt,2.0,2021
Lakshadweep,Hurt,0.0,2021
Puducherry,Hurt,0.0,2021
TOTAL UT(S),Hurt,0.0,2021
TOTAL ALL INDIA,Hurt,4.0,2021
Andhra Pradesh,Assault on Women with Intent to Outrage her Modesty,14.0,2021
Arunachal Pradesh,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Assam,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Bihar,Assault on Women with Intent to Outrage her Modesty,7.0,2021
Chhattisgarh,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Goa,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Gujarat,Assault on Women with Intent to Outrage her Modesty,3.0,2021
Haryana,Assault on Women with Intent to Outrage her Modesty,19.0,2021
Himachal Pradesh,Assault on Women with Intent to Outrage her Modesty,2.0,2021
Jharkhand,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Karnataka,Assault on Women with Intent to Outrage her Modesty,52.0,2021
Kerala,Assault on Women with Intent to Outrage her Modesty,40.0,2021
Madhya Pradesh,Assault on Women with Intent to Outrage her Modesty,92.0,2021
Maharashtra,Assault on Women with Intent to Outrage her Modesty,50.0,2021
Manipur,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Meghalaya,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Mizoram,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Nagaland,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Odisha,Assault on Women with Intent to Outrage her Modesty,1.0,2021
Punjab,Assault on Women with Intent to Outrage her Modesty,1.0,2021
Rajasthan,Assault on Women with Intent to Outrage her Modesty,2.0,2021
Sikkim,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Tamil Nadu,Assault on Women with Intent to Outrage her Modesty,2.0,2021
Telangana,Assault on Women with Intent to Outrage her Modesty,21.0,2021
Tripura,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Uttar Pradesh,Assault on Women with Intent to Outrage her Modesty,48.0,2021
Uttarakhand,Assault on Women with Intent to Outrage her Modesty,0.0,2021
West Bengal,Assault on Women with Intent to Outrage her Modesty,0.0,2021
TOTAL STATE(S),Assault on Women with Intent to Outrage her Modesty,354.0,2021
Chandigarh,Assault on Women with Intent to Outrage her Modesty,0.0,2021
D&N Haveli and Daman & Diu,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Delhi,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Jammu & Kashmir,Assault on Women with Intent to Outrage her Modesty,3.0,2021
Ladakh,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Lakshadweep,Assault on Women with Intent to Outrage her Modesty,0.0,2021
Puducherry,Assault on Women with Intent to Outrage her Modesty,0.0,2021
TOTAL UT(S),Assault on Women with Intent to Outrage her Modesty,0.0,2021
TOTAL ALL INDIA,Assault on Women with Intent to Outrage her Modesty,3.0,2021
Andhra Pradesh,Kidnapping and Abduction,460.0,2021
Arunachal Pradesh,Kidnapping and Abduction,36.0,2021
Assam,Kidnapping and Abduction,860.0,2021
Bihar,Kidnapping and Abduction,731.0,2021
Chhattisgarh,Kidnapping and Abduction,1315.0,2021
Goa,Kidnapping and Abduction,19.0,2021
Gujarat,Kidnapping and Abduction,292.0,2021
Haryana,Kidnapping and Abduction,204.0,2021
Himachal Pradesh,Kidnapping and Abduction,139.0,2021
Jharkhand,Kidnapping and Abduction,511.0,2021
Karnataka,Kidnapping and Abduction,318.0,2021
Kerala,Kidnapping and Abduction,217.0,2021
Madhya Pradesh,Kidnapping and Abduction,3039.0,2021
Maharashtra,Kidnapping and Abduction,4508.0,2021
Manipur,Kidnapping and Abduction,4.0,2021
Meghalaya,Kidnapping and Abduction,58.0,2021
Mizoram,Kidnapping and Abduction,1.0,2021
Nagaland,Kidnapping and Abduction,12.0,2021
Odisha,Kidnapping and Abduction,429.0,2021
Punjab,Kidnapping and Abduction,60.0,2021
Rajasthan,Kidnapping and Abduction,2242.0,2021
Sikkim,Kidnapping and Abduction,19.0,2021
Tamil Nadu,Kidnapping and Abduction,119.0,2021
Telangana,Kidnapping and Abduction,1532.0,2021
Tripura,Kidnapping and Abduction,39.0,2021
Uttar Pradesh,Kidnapping and Abduction,4030.0,2021
Uttarakhand,Kidnapping and Abduction,18.0,2021
West Bengal,Kidnapping and Abduction,3452.0,2021
TOTAL STATE(S),Kidnapping and Abduction,24664.0,2021
Chandigarh,Kidnapping and Abduction,6.0,2021
D&N Haveli and Daman & Diu,Kidnapping and Abduction,8.0,2021
Delhi,Kidnapping and Abduction,1.0,2021
Jammu & Kashmir,Kidnapping and Abduction,2521.0,2021
Ladakh,Kidnapping and Abduction,338.0,2021
Lakshadweep,Kidnapping and Abduction,4.0,2021
Puducherry,Kidnapping and Abduction,0.0,2021
TOTAL UT(S),Kidnapping and Abduction,4.0,2021
TOTAL ALL INDIA,Kidnapping and Abduction,2882.0,2021
Andhra Pradesh,Exploitation of Trafficked Person (Section 370A IPC),47.0,2021
Arunachal Pradesh,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Assam,Exploitation of Trafficked Person (Section 370A IPC),2.0,2021
Bihar,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Chhattisgarh,Exploitation of Trafficked Person (Section 370A IPC),2.0,2021
Goa,Exploitation of Trafficked Person (Section 370A IPC),3.0,2021
Gujarat,Exploitation of Trafficked Person (Section 370A IPC),1.0,2021
Haryana,Exploitation of Trafficked Person (Section 370A IPC),4.0,2021
Himachal Pradesh,Exploitation of Trafficked Person (Section 370A IPC),1.0,2021
Jharkhand,Exploitation of Trafficked Person (Section 370A IPC),2.0,2021
Karnataka,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Kerala,Exploitation of Trafficked Person (Section 370A IPC),4.0,2021
Madhya Pradesh,Exploitation of Trafficked Person (Section 370A IPC),1.0,2021
Maharashtra,Exploitation of Trafficked Person (Section 370A IPC),25.0,2021
Manipur,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Meghalaya,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Mizoram,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Nagaland,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Odisha,Exploitation of Trafficked Person (Section 370A IPC),8.0,2021
Punjab,Exploitation of Trafficked Person (Section 370A IPC),1.0,2021
Rajasthan,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Sikkim,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Tamil Nadu,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Telangana,Exploitation of Trafficked Person (Section 370A IPC),9.0,2021
Tripura,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Uttar Pradesh,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Uttarakhand,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
West Bengal,Exploitation of Trafficked Person (Section 370A IPC),5.0,2021
TOTAL STATE(S),Exploitation of Trafficked Person (Section 370A IPC),115.0,2021
Chandigarh,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
D&N Haveli and Daman & Diu,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Delhi,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Jammu & Kashmir,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Ladakh,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Lakshadweep,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Puducherry,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
TOTAL UT(S),Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
TOTAL ALL INDIA,Exploitation of Trafficked Person (Section 370A IPC),0.0,2021
Andhra Pradesh,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Arunachal Pradesh,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Assam,Selling of Minors for Prostitution (Sec.372 IPC),1.0,2021
Bihar,Selling of Minors for Prostitution (Sec.372 IPC),2.0,2021
Chhattisgarh,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Goa,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Gujarat,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Haryana,Selling of Minors for Prostitution (Sec.372 IPC),3.0,2021
Himachal Pradesh,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Jharkhand,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Karnataka,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Kerala,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Madhya Pradesh,Selling of Minors for Prostitution (Sec.372 IPC),3.0,2021
Maharashtra,Selling of Minors for Prostitution (Sec.372 IPC),2.0,2021
Manipur,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Meghalaya,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Mizoram,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Nagaland,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Odisha,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Punjab,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Rajasthan,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Sikkim,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Tamil Nadu,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Telangana,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Tripura,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Uttar Pradesh,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Uttarakhand,Selling of Minors for Prostitution (Sec.372 IPC),2.0,2021
West Bengal,Selling of Minors for Prostitution (Sec.372 IPC),2.0,2021
TOTAL STATE(S),Selling of Minors for Prostitution (Sec.372 IPC),15.0,2021
Chandigarh,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
D&N Haveli and Daman & Diu,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Delhi,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Jammu & Kashmir,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
Ladakh,Selling of Minors for Prostitution (Sec.372 IPC),0.0,2021
